left_mid_x,left_mid_y,left_inner_x,left_inner_y,left_outer_x,left_outer_y,right_mid_x,right_mid_y,right_inner_x,right_inner_y,right_outer_x,right_outer_y
100.423744605138,100.0136224042548,95.42515827153301,100.0136224042548,105.48112638441803,100.0136224042548,149.83301515887212,100.03121020563952,144.79876665029488,100.03121020563952,154.89513816139188,100.03121020563952
100.52822893112612,100.05463049436239,95.62302594777994,100.05463049436239,105.59030840363422,100.05463049436239,149.69247201957106,100.01567352293651,144.74382838656078,100.01567352293651,154.8163691104314,100.01567352293651
100.47595190104592,100.02628644287469,95.42385095395622,100.02628644287469,105.49471032461452,100.02628644287469,149.817381073869,99.95856341313531,144.8110084112933,99.95856341313531,154.8755758841037,99.95856341313531
100.7910262122056,99.98667486064818,95.76908919972792,99.98667486064818,105.77081524847347,99.98667486064818,149.6930832345959,99.9889386128503,144.75297113258412,99.9889386128503,154.67407739614987,99.9889386128503
100.46018102701353,100.00683593114158,95.52412136540723,100.00683593114158,105.48666411441654,100.00683593114158,149.85631681362543,100.00311888572567,144.85235410576485,100.00311888572567,155.00392707371893,100.00311888572567
100.38155548333548,100.06347289792978,95.4232958477103,100.06347289792978,105.4753356950279,100.06347289792978,149.93917816382046,100.00266334992702,144.93764463136807,100.00266334992702,154.97825939456402,100.00266334992702
100.48332423954412,99.9941523470362,95.4822726704616,99.9941523470362,105.46829186084425,99.9941523470362,149.93339020017612,100.00139743691912,144.96031208021483,100.00139743691912,154.97928333527915,100.00139743691912
100.45022366382717,100.01388601632176,95.48643403914956,100.01388601632176,105.46666293785228,100.01388601632176,149.9371146689162,100.03360693223784,144.89006361246206,100.03360693223784,154.96243614446234,100.03360693223784
100.56174089005872,100.00470205832661,95.56673714102608,100.00470205832661,105.56930730662843,100.00470205832661,149.72886552031093,99.96125113527981,144.69668493080988,99.96125113527981,154.69509172865952,99.96125113527981
100.63590292903936,99.99178753765449,95.63391284705202,99.99178753765449,105.61945663691799,99.99178753765449,149.86936436264543,100.03021309133264,144.88799496601698,100.03021309133264,154.90874087388522,100.03021309133264
100.5749092768047,100.00078157323857,95.55919799014553,100.00078157323857,105.59819941811156,100.00078157323857,149.81612553052582,100.01399662444983,144.84126068893423,100.01399662444983,154.82044112081908,100.01399662444983
100.51289930763984,99.98296555443773,95.51436209191556,99.98296555443773,105.51291501632146,99.98296555443773,149.75762723332443,99.98313098498427,144.6219541967013,99.98313098498427,154.71667175396476,99.98313098498427
100.44349192943993,100.02574507203128,95.45863475578192,100.02574507203128,105.45709605723218,100.02574507203128,149.81872151401782,99.9744252998693,144.83562865277437,99.9744252998693,154.85653892593518,99.9744252998693
100.59705427406254,99.98866719810601,95.71507666509646,99.98866719810601,105.58755827641897,99.98866719810601,149.87325716253045,99.9983104597719,144.84274945854446,99.9983104597719,154.83572700828412,99.9983104597719
100.57194609857882,99.98995807123444,95.55635407005701,99.98995807123444,105.54546154987213,99.98995807123444,149.71286472420397,99.99754023358994,144.7319965099951,99.99754023358994,154.72537715973073,99.99754023358994
100.4967970030526,99.98762185417877,95.5544518947197,99.98762185417877,105.52850656706704,99.98762185417877,149.78288689480726,99.9654817781166,144.77507075874723,99.9654817781166,154.78479557145502,99.9654817781166
100.49263413184549,99.9877201210313,95.5440717315497,99.9877201210313,105.4873649515362,99.9877201210313,149.7496955361223,100.00393805956377,144.74169485802716,100.00393805956377,154.5927349586548,100.00393805956377
100.20861502743585,99.99799900669576,95.10128773615303,99.99799900669576,105.19460303638755,99.99799900669576,149.8673976416725,100.03611726841102,144.86387101877276,100.03611726841102,154.85769297876857,100.03611726841102
100.41214593316248,100.04021888499788,95.39720210770075,100.04021888499788,105.38543747931733,100.04021888499788,149.76635067098877,100.02008288158274,144.76605120007122,100.02008288158274,154.73877145173716,100.02008288158274
100.59891645980042,99.99486305349588,95.54713976064683,99.99486305349588,105.637926960124,99.99486305349588,149.81582168247562,100.03089693032051,144.69207343458578,100.03089693032051,154.78475750107972,100.03089693032051
100.4734211846687,99.99525678599346,95.61411514509969,99.99525678599346,105.60265437639109,99.99525678599346,149.95147502675076,99.99410874036391,145.06483522761565,99.99410874036391,154.9190433262157,99.99410874036391
100.4698274373123,99.97195087820727,95.43535930117929,99.97195087820727,105.39610102178962,99.97195087820727,149.707887965903,99.99942585224055,144.7018943026849,99.99942585224055,154.70359697572044,99.99942585224055
100.37916992841818,100.02609576519666,95.37481328010136,100.02609576519666,105.39363424072748,100.02609576519666,149.82304141661385,100.01921815861711,144.92583225574424,100.01921815861711,154.8230762461277,100.01921815861711
100.41567346660594,100.02210482424526,95.3372514979609,100.02210482424526,105.41752805811058,100.02210482424526,149.7868572801344,99.9836349803971,144.86922251645294,99.9836349803971,154.7705350309399,99.9836349803971
100.56126389883737,99.97955731540645,95.58146234068731,99.97955731540645,105.56504732989802,99.97955731540645,149.61363312356005,99.9628042625467,144.62984058499998,99.9628042625467,154.62693939503492,99.9628042625467
100.57729420419142,99.97392358695652,95.64086751424662,99.97392358695652,105.52430455194833,99.97392358695652,149.67863449815314,100.0328430004341,144.60572490817876,100.0328430004341,154.608126340473,100.0328430004341
100.57445384029606,99.97538302800584,95.49601223853392,99.97538302800584,105.58269205699973,99.97538302800584,149.8992103022682,99.99531260906109,144.82766447269788,99.99531260906109,154.91682986488644,99.99531260906109
100.63959303254947,100.03966037542864,95.61592119685255,100.03966037542864,105.62321427964056,100.03966037542864,149.84437611725647,99.98670180758485,144.82233040986364,99.98670180758485,154.71452894156977,99.98670180758485
100.41646053706314,99.9742340254601,95.41644862025777,99.9742340254601,105.36782556434207,99.9742340254601,149.8675115055657,99.9888329192315,144.85944650556533,99.9888329192315,154.87441299734255,99.9888329192315
100.4145818094491,100.00209695449064,95.35995989712296,100.00209695449064,105.47569169987237,100.00209695449064,149.68890384350968,99.96227151825622,144.65047320825877,99.96227151825622,154.67258594030108,99.96227151825622
100.36612371290607,99.9957177996627,95.40949485492105,99.9957177996627,105.3135037091598,99.9957177996627,149.71040295815087,100.00326119735419,144.68755011846272,100.00326119735419,154.71037189822906,100.00326119735419
100.42979379008149,99.98583362624525,95.37504327000975,99.98583362624525,105.4033720150049,99.98583362624525,149.90649010877812,99.99083005496036,144.9615574450291,99.99083005496036,154.91809897847222,99.99083005496036
100.53653310955343,100.00537652943858,95.49414064662108,100.00537652943858,105.51617068678893,100.00537652943858,149.78869072409626,99.98013372678977,144.8532622350239,99.98013372678977,154.75231549237571,99.98013372678977
100.43522007812004,100.03888077269298,95.44966007938652,100.03888077269298,105.47284360716523,100.03888077269298,149.81487147809364,100.01982322452088,144.81279297912542,100.01982322452088,154.86423316426868,100.01982322452088
100.55373046055233,100.02406971694857,95.55228122078127,100.02406971694857,105.5379736655336,100.02406971694857,149.6794771089037,99.99948585769016,144.54323878515592,99.99948585769016,154.69077459285765,99.99948585769016
100.4754662924699,100.03192784410768,95.39771956058281,100.03192784410768,105.59871171239624,100.03192784410768,149.85676969241987,99.97500610489209,144.7873016259588,99.97500610489209,154.89507412260662,99.97500610489209
100.69366438941155,100.02743040834775,95.6241153622827,100.02743040834775,105.72651734525601,100.02743040834775,149.8261485850737,99.95513331696415,144.855399494287,99.95513331696415,154.85214297059093,99.95513331696415
100.52019897300765,100.00411175177302,95.5054165856232,100.00411175177302,105.57333469237798,100.00411175177302,149.70508007324952,99.9985577444796,144.73375422822735,99.9985577444796,154.77197263656944,99.9985577444796
100.49471745887867,99.93337222936836,95.47816259947224,99.93337222936836,105.42372760967794,99.93337222936836,149.81497521690616,99.97804139925316,144.80441028437644,99.97804139925316,154.77751276208164,99.97804139925316
100.50556392848897,99.99252582953939,95.51346708925281,99.99252582953939,105.57930353807505,99.99252582953939,149.8259565968922,99.99630346606399,144.84640220614563,99.99630346606399,154.75520867450768,99.99630346606399
100.6144050685963,100.03056349788491,95.54397997288454,100.03056349788491,105.60032560185083,100.03056349788491,149.78221547408344,100.00228190542543,144.72396281594646,100.00228190542543,154.82124837338043,100.00228190542543
100.58810621537489,100.02968454678904,95.57412511806704,100.02968454678904,105.69758147464547,100.02968454678904,149.8871912906001,100.01095549392113,144.9387541145134,100.01095549392113,154.84941590745643,100.01095549392113
100.57092334444125,99.9697584006465,95.54688371145863,99.9697584006465,105.67779690073324,99.9697584006465,149.7265942613018,99.98850021035572,144.7837757948041,99.98850021035572,154.74344936694155,99.98850021035572
